"UNITN";"DVISI";"THTNM";"FYEAR";"TYPE";"ACTAT";"CATTY";"EMSTS";"COSTY";"KSTDSXN";"SATUAN";"MATERIAL";"MATERIALGROUP";"ACTCD";"KSTAR";"COSTL";"COS01";"COS02";"COS03";"COS04";"COS05";"COS06";"COS07";"COS08";"COS09";"COS10";"COS11";"COS12";"FIS01";"FIS02";"FIS03";"FIS04";"FIS05";"FIS06";"FIS07";"FIS08";"FIS09";"FIS10";"FIS11";"FIS12";"ACTL2";"INPLS";"PROTY";"CARRY";"EMJDS";"PROC2";"TRANM";"TRJNS";"UNITP";"UNIAR";"UNITPB";"UNIPT";"UNIRG";"COSPH";"NOTES"
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 2A";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 3A";"SUPPORT";"WNL";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 4A";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 4B";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 5A";"SUPPORT";"BGB";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 5C";"SUPPORT";"ASMR";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 6A";"SUPPORT";"GKG";"Region 4A";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 7A";"SUPPORT";"ASM";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 7B";"SUPPORT";"KBAS";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 8A";"SUPPORT";"LSM";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 8B";"SUPPORT";"LGI";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"PREMI ";"IDR";"0";"0";"OLP1";"610011";"119388000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"9949000";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA LEMBUR / PREMI NON STAF";"";"R";"";"";"";"";"";"";"Area 9";"SUPPORT";"MCM";"Region 6";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 1";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 10";"SUPPORT";"SPA";"Region 7";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 2A";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 3A";"SUPPORT";"WNL";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 4A";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 4B";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 5A";"SUPPORT";"BGB";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 5C";"SUPPORT";"ASMR";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 6A";"SUPPORT";"GKG";"Region 4A";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 7A";"SUPPORT";"ASM";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 7B";"SUPPORT";"KBAS";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 8A";"SUPPORT";"LSM";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 8B";"SUPPORT";"LGI";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"THR";"IDR";"0";"0";"OTL1";"610013";"48097142";"0";"0";"0";"0";"48097142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"BIAYA TUNJANGAN LAINNYA NON STAF";"";"R";"";"";"";"";"";"";"Area 9";"SUPPORT";"MCM";"Region 6";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 1";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 10";"SUPPORT";"SPA";"Region 7";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 2A";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 3A";"SUPPORT";"WNL";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 4A";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 4B";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 5A";"SUPPORT";"BGB";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 5C";"SUPPORT";"ASMR";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 6A";"SUPPORT";"GKG";"Region 4A";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 7A";"SUPPORT";"ASM";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 7B";"SUPPORT";"KBAS";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 8A";"SUPPORT";"LSM";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 8B";"SUPPORT";"LGI";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"";"PTB";"UPR";"UPAH POKOK";"IDR";"0";"0";"OGU1";"610010";"577165704";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"48097142";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"16";"BIAYA GAJI NON STAF";"";"R";"";"";"";"";"";"";"Area 9";"SUPPORT";"MCM";"Region 6";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 1";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 10";"SUPPORT";"SPA";"Region 7";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 2A";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 3A";"SUPPORT";"WNL";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 4A";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 4B";"SUPPORT";"WNA";"Region 2";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 5A";"SUPPORT";"BGB";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 5C";"SUPPORT";"ASMR";"Region 3";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 6A";"SUPPORT";"GKG";"Region 4A";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 7A";"SUPPORT";"ASM";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 7B";"SUPPORT";"KBAS";"Region 4B";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 8A";"SUPPORT";"LSM";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 8B";"SUPPORT";"LGI";"Region 5";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"ALO";"";"IDR";"60099999";"0";"OPP7";"610114";"800000";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"66666,6666666666";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"BIAYA PERSONALIA";"";"R";"";"";"";"";"";"";"Area 9";"SUPPORT";"MCM";"Region 6";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"BHN";"";"IDR";"0";"0";"OAD1";"0";"29269800";"13130194";"723060";"972736";"1546930";"1186976";"723060";"5834082";"723060";"1186976";"1546930";"972736";"723060";"42";"41";"60";"68";"76";"41";"217";"41";"76";"68";"60";"41";"BIAYA ADMINISTRASI";"";"R";"NC";"";"";"";"";"";"Area 1";"SUPPORT";"KMB";"Region 1";"";""
"TRE";"";"0";"2020";"BIAYA";"UMUM";"LAINNYA";"";"BHN";"";"IDR";"0";"0";"OAD1";"0";"29269800";"13130194";"723060";"972736";"1546930";"1186976";"723060";"5834082";"723060";"1186976";"1546930";"972736";"723060";"42";"41";"60";"68";"76";"41";"217";"41";"76";"68";"60";"41";"BIAYA ADMINISTRASI";"";"R";"NC";"";"";"";"";"";"Area 10";"SUPPORT";"SPA";"Region 7";"";""
